Name,Traits,Free Hours
Berrie,Detail-Oriented[3];Innovative[2];Logical[3];Impatient[-1];Unreliable[-3],38
Opaline,Supportive[2];Reliable[3];Resourceful[2];Resistant to Change[-2];Uncooperative[-2],25
Brinna,Logical[3];Organized[2];Supportive[2];Impatient[-1];Dismissive[-2],6
Bernardina,Reliable[3];Collaborative[2];Empathetic[3];Non-communicative[-2];Pessimistic[-1],11
Cheryl,Flexible[2];Creative Thinker[2];Supportive[2];Impulsive[-1];Passive[-1],31
Shani,Resourceful[2];Tech-Savvy[2];Leadership[4];Non-communicative[-2];Intolerant[-2],5
Katherina,Communicative[2];Organized[2];Mediator[2];Rigid[-2];Uncooperative[-2],40
Franni,Detail-Oriented[3];Tech-Savvy[2];Analytical[3];Indecisive[-2];Skeptical[-1],18
Philipa,Tech-Savvy[2];Logical[3];Collaborative[2];Aloof[-1];Skeptical[-1],5
Dinah,Reliable[3];Resourceful[2];Strategic[3];Aloof[-1];Resistant to Change[-2],19
Judy,Flexible[2];Time-Manager[3];Innovative[2];Impatient[-1];Indecisive[-2],23
Cahra,Supportive[2];Analytical[3];Detail-Oriented[3];Non-communicative[-2];Stubborn[-1],7
Geri,Collaborative[2];Mediator[2];Empathetic[3];Impatient[-1];Indecisive[-2],26
Anabal,Collaborative[2];Flexible[2];Supportive[2];Conflict-Averse[-2];Unempathetic[-2],2
Trisha,Collaborative[2];Strategic[3];Problem-Solver[3];Impatient[-1];Pessimistic[-1],1
Charla,Detail-Oriented[3];Empathetic[3];Tech-Savvy[2];Passive[-1];Pessimistic[-1],27
Cami,Collaborative[2];Communicative[2];Empathetic[3];Aloof[-1];Rigid[-2],5
Latashia,Supportive[2];Logical[3];Mediator[2];Impulsive[-1];Moody[-1],37
Carmelita,Tech-Savvy[2];Empathetic[3];Reliable[3];Easily Distracted[-1];Narrow-Minded[-2],19
Misty,Communicative[2];Detail-Oriented[3];Creative Thinker[2];Skeptical[-1];Unempathetic[-2],16
Annnora,Diplomatic[2];Tech-Savvy[2];Mediator[2];Easily Distracted[-1];Conflict-Averse[-2],39
Dorie,Collaborative[2];Organized[2];Time-Manager[3];Impatient[-1];Rigid[-2],3
Evaleen,Supportive[2];Communicative[2];Detail-Oriented[3];Pessimistic[-1];Passive[-1],30
Nara,Time-Manager[3];Diplomatic[2];Resourceful[2];Non-communicative[-2];Overbearing[-1],14
Ede,Empathetic[3];Collaborative[2];Strategic[3];Resistant to Change[-2];Pessimistic[-1],19
Ceil,Diplomatic[2];Communicative[2];Logical[3];Defensive[-1];Dismissive[-2],11
Wilie,Detail-Oriented[3];Flexible[2];Creative Thinker[2];Unempathetic[-2];Overbearing[-1],7
Walliw,Logical[3];Collaborative[2];Analytical[3];Indecisive[-2];Intolerant[-2],19
Ted,Resourceful[2];Mediator[2];Leadership[4];Easily Distracted[-1];Overbearing[-1],32
Jobye,Logical[3];Reliable[3];Diplomatic[2];Pessimistic[-1];Defensive[-1],20
Norina,Communicative[2];Logical[3];Collaborative[2];Rigid[-2];Overly Critical[-2],14
Wylma,Problem-Solver[3];Collaborative[2];Creative Thinker[2];Perfectionist (to a fault)[-1];Rigid[-2],24
Ayn,Resourceful[2];Time-Manager[3];Reliable[3];Easily Distracted[-1];Impatient[-1],25
Marrissa,Detail-Oriented[3];Resourceful[2];Creative Thinker[2];Overly Critical[-2];Unempathetic[-2],18
Pammie,Diplomatic[2];Empathetic[3];Logical[3];Aloof[-1];Dismissive[-2],22
Larine,Time-Manager[3];Empathetic[3];Reliable[3];Conflict-Averse[-2];Pessimistic[-1],38
Myrle,Reliable[3];Problem-Solver[3];Leadership[4];Pessimistic[-1];Easily Distracted[-1],38
Jena,Logical[3];Innovative[2];Supportive[2];Unreliable[-3];Indecisive[-2],19
Meggi,Innovative[2];Resourceful[2];Flexible[2];Procrastinator[-3];Rigid[-2],34
Miran,Time-Manager[3];Diplomatic[2];Detail-Oriented[3];Aloof[-1];Micromanaging[-2],33
Clare,Organized[2];Time-Manager[3];Empathetic[3];Defensive[-1];Impatient[-1],29
Emera,Resourceful[2];Flexible[2];Strategic[3];Micromanaging[-2];Defensive[-1],12
Charita,Collaborative[2];Flexible[2];Tech-Savvy[2];Overly Competitive[-1];Resistant to Change[-2],10
Elisabetta,Flexible[2];Time-Manager[3];Detail-Oriented[3];Stubborn[-1];Dismissive[-2],29
Adelaide,Supportive[2];Resourceful[2];Communicative[2];Intolerant[-2];Indecisive[-2],2
Perry,Leadership[4];Collaborative[2];Organized[2];Impulsive[-1];Overly Competitive[-1],31
Alejandra,Communicative[2];Diplomatic[2];Reliable[3];Pessimistic[-1];Overly Competitive[-1],0
Aridatha,Problem-Solver[3];Creative Thinker[2];Empathetic[3];Perfectionist (to a fault)[-1];Rigid[-2],7
Maria,Innovative[2];Organized[2];Reliable[3];Impatient[-1];Moody[-1],37
Cory,Flexible[2];Time-Manager[3];Resourceful[2];Defensive[-1];Overbearing[-1],26
Joelly,Analytical[3];Collaborative[2];Diplomatic[2];Narrow-Minded[-2];Overbearing[-1],40
Sela,Organized[2];Reliable[3];Supportive[2];Narrow-Minded[-2];Easily Distracted[-1],31
Aila,Empathetic[3];Reliable[3];Resourceful[2];Pessimistic[-1];Perfectionist (to a fault)[-1],34
Jessamine,Leadership[4];Time-Manager[3];Communicative[2];Indecisive[-2];Easily Distracted[-1],5
Lesli,Logical[3];Diplomatic[2];Analytical[3];Micromanaging[-2];Resistant to Change[-2],16
Julina,Tech-Savvy[2];Resourceful[2];Strategic[3];Impulsive[-1];Unempathetic[-2],12
Bertine,Communicative[2];Resourceful[2];Detail-Oriented[3];Overly Critical[-2];Moody[-1],7
Dolores,Detail-Oriented[3];Communicative[2];Diplomatic[2];Pessimistic[-1];Unempathetic[-2],36
Aubine,Resourceful[2];Logical[3];Collaborative[2];Stubborn[-1];Easily Distracted[-1],40
Corie,Strategic[3];Time-Manager[3];Detail-Oriented[3];Intolerant[-2];Easily Distracted[-1],30
Raquel,Resourceful[2];Problem-Solver[3];Collaborative[2];Pessimistic[-1];Moody[-1],25
Giulia,Supportive[2];Innovative[2];Empathetic[3];Rigid[-2];Passive[-1],1
Rennie,Time-Manager[3];Mediator[2];Strategic[3];Impatient[-1];Unreliable[-3],17
Laryssa,Time-Manager[3];Logical[3];Flexible[2];Impatient[-1];Impulsive[-1],38
Loleta,Tech-Savvy[2];Mediator[2];Flexible[2];Impulsive[-1];Perfectionist (to a fault)[-1],1
Novelia,Time-Manager[3];Analytical[3];Mediator[2];Passive[-1];Defensive[-1],7
Tallia,Detail-Oriented[3];Empathetic[3];Innovative[2];Intolerant[-2];Micromanaging[-2],3
Ally,Diplomatic[2];Collaborative[2];Creative Thinker[2];Resistant to Change[-2];Indecisive[-2],3
Leda,Problem-Solver[3];Supportive[2];Detail-Oriented[3];Non-communicative[-2];Procrastinator[-3],16
Shaylyn,Empathetic[3];Strategic[3];Detail-Oriented[3];Procrastinator[-3];Overly Competitive[-1],6
Dorothea,Creative Thinker[2];Mediator[2];Detail-Oriented[3];Uncooperative[-2];Moody[-1],16
Jen,Organized[2];Tech-Savvy[2];Logical[3];Dismissive[-2];Impatient[-1],37
Fleur,Diplomatic[2];Logical[3];Mediator[2];Rigid[-2];Procrastinator[-3],12
Briana,Reliable[3];Diplomatic[2];Innovative[2];Dismissive[-2];Defensive[-1],7
Kikelia,Supportive[2];Collaborative[2];Detail-Oriented[3];Overbearing[-1];Unreliable[-3],27
Bertina,Logical[3];Strategic[3];Reliable[3];Resistant to Change[-2];Perfectionist (to a fault)[-1],15
Alyce,Innovative[2];Leadership[4];Collaborative[2];Unempathetic[-2];Overbearing[-1],1
Nonah,Organized[2];Leadership[4];Mediator[2];Passive[-1];Resistant to Change[-2],4
Yoko,Resourceful[2];Problem-Solver[3];Organized[2];Stubborn[-1];Passive[-1],24
Jaime,Innovative[2];Time-Manager[3];Diplomatic[2];Overly Critical[-2];Perfectionist (to a fault)[-1],5
Tamarah,Creative Thinker[2];Reliable[3];Organized[2];Overly Competitive[-1];Aloof[-1],23
Dulciana,Strategic[3];Detail-Oriented[3];Organized[2];Overly Critical[-2];Narrow-Minded[-2],27
Tammy,Strategic[3];Diplomatic[2];Empathetic[3];Overbearing[-1];Aloof[-1],36
Kimberli,Reliable[3];Organized[2];Empathetic[3];Resistant to Change[-2];Impulsive[-1],27
Genna,Resourceful[2];Innovative[2];Analytical[3];Uncooperative[-2];Impatient[-1],34
Felipa,Empathetic[3];Communicative[2];Reliable[3];Dismissive[-2];Defensive[-1],10
Ricca,Mediator[2];Reliable[3];Creative Thinker[2];Indecisive[-2];Easily Distracted[-1],4
Ashlie,Problem-Solver[3];Resourceful[2];Analytical[3];Overbearing[-1];Intolerant[-2],21
Celestyn,Empathetic[3];Logical[3];Problem-Solver[3];Pessimistic[-1];Rigid[-2],12
Allegra,Diplomatic[2];Mediator[2];Detail-Oriented[3];Defensive[-1];Perfectionist (to a fault)[-1],17
Lydie,Creative Thinker[2];Empathetic[3];Communicative[2];Unempathetic[-2];Skeptical[-1],12
Norma,Flexible[2];Reliable[3];Innovative[2];Unreliable[-3];Rigid[-2],3
Eveline,Innovative[2];Resourceful[2];Detail-Oriented[3];Skeptical[-1];Unempathetic[-2],14
Ruthe,Tech-Savvy[2];Logical[3];Empathetic[3];Dismissive[-2];Skeptical[-1],15
Eunice,Organized[2];Tech-Savvy[2];Time-Manager[3];Aloof[-1];Skeptical[-1],2
Lotty,Strategic[3];Detail-Oriented[3];Mediator[2];Procrastinator[-3];Skeptical[-1],5
Roobbie,Mediator[2];Time-Manager[3];Organized[2];Perfectionist (to a fault)[-1];Aloof[-1],14
Dinnie,Resourceful[2];Leadership[4];Creative Thinker[2];Impatient[-1];Pessimistic[-1],2
Aidan,Diplomatic[2];Tech-Savvy[2];Reliable[3];Unempathetic[-2];Skeptical[-1],15
Candra,Organized[2];Tech-Savvy[2];Supportive[2];Uncooperative[-2];Pessimistic[-1],18
Tracie,Mediator[2];Detail-Oriented[3];Strategic[3];Unreliable[-3];Narrow-Minded[-2],3
Jere,Leadership[4];Time-Manager[3];Strategic[3];Narrow-Minded[-2];Overly Critical[-2],22
Henka,Strategic[3];Logical[3];Empathetic[3];Non-communicative[-2];Intolerant[-2],22
Ally,Reliable[3];Detail-Oriented[3];Empathetic[3];Resistant to Change[-2];Defensive[-1],18
Hana,Time-Manager[3];Organized[2];Tech-Savvy[2];Overly Critical[-2];Skeptical[-1],25
Ivy,Strategic[3];Analytical[3];Empathetic[3];Easily Distracted[-1];Stubborn[-1],3
Marigold,Logical[3];Communicative[2];Resourceful[2];Impatient[-1];Pessimistic[-1],0
Natasha,Diplomatic[2];Innovative[2];Leadership[4];Moody[-1];Perfectionist (to a fault)[-1],37
Leilah,Empathetic[3];Reliable[3];Creative Thinker[2];Perfectionist (to a fault)[-1];Skeptical[-1],14
Cecil,Innovative[2];Flexible[2];Strategic[3];Moody[-1];Easily Distracted[-1],5
Leoline,Collaborative[2];Logical[3];Empathetic[3];Aloof[-1];Narrow-Minded[-2],6
Daisi,Reliable[3];Strategic[3];Flexible[2];Perfectionist (to a fault)[-1];Impulsive[-1],29
Angil,Analytical[3];Collaborative[2];Creative Thinker[2];Easily Distracted[-1];Impulsive[-1],33
Linell,Innovative[2];Supportive[2];Detail-Oriented[3];Pessimistic[-1];Stubborn[-1],26
Margret,Analytical[3];Resourceful[2];Innovative[2];Passive[-1];Intolerant[-2],37
Beatrix,Problem-Solver[3];Creative Thinker[2];Analytical[3];Passive[-1];Non-communicative[-2],10
Nedi,Strategic[3];Leadership[4];Collaborative[2];Impulsive[-1];Procrastinator[-3],10
Gusti,Strategic[3];Empathetic[3];Tech-Savvy[2];Pessimistic[-1];Non-communicative[-2],16
Elnora,Logical[3];Problem-Solver[3];Resourceful[2];Uncooperative[-2];Pessimistic[-1],25
Aleen,Innovative[2];Resourceful[2];Tech-Savvy[2];Dismissive[-2];Perfectionist (to a fault)[-1],28
Dore,Analytical[3];Tech-Savvy[2];Resourceful[2];Passive[-1];Unempathetic[-2],3
Gayleen,Tech-Savvy[2];Analytical[3];Reliable[3];Overly Critical[-2];Uncooperative[-2],2
Vinny,Logical[3];Strategic[3];Tech-Savvy[2];Narrow-Minded[-2];Procrastinator[-3],26
Coralyn,Reliable[3];Supportive[2];Logical[3];Impatient[-1];Procrastinator[-3],1
Teddi,Innovative[2];Strategic[3];Organized[2];Intolerant[-2];Pessimistic[-1],10
Merridie,Creative Thinker[2];Communicative[2];Resourceful[2];Unreliable[-3];Non-communicative[-2],29
Mandy,Tech-Savvy[2];Time-Manager[3];Detail-Oriented[3];Unempathetic[-2];Narrow-Minded[-2],36
Gena,Tech-Savvy[2];Detail-Oriented[3];Analytical[3];Indecisive[-2];Perfectionist (to a fault)[-1],0
Cassondra,Collaborative[2];Communicative[2];Strategic[3];Narrow-Minded[-2];Pessimistic[-1],29
Morgen,Flexible[2];Organized[2];Time-Manager[3];Uncooperative[-2];Moody[-1],21
Priscilla,Leadership[4];Creative Thinker[2];Time-Manager[3];Overbearing[-1];Stubborn[-1],17
Pamelina,Logical[3];Creative Thinker[2];Tech-Savvy[2];Dismissive[-2];Procrastinator[-3],33
Simonne,Reliable[3];Tech-Savvy[2];Logical[3];Overly Competitive[-1];Stubborn[-1],3
Roselia,Time-Manager[3];Leadership[4];Supportive[2];Perfectionist (to a fault)[-1];Pessimistic[-1],19
Katey,Detail-Oriented[3];Resourceful[2];Mediator[2];Indecisive[-2];Impatient[-1],30
Daron,Collaborative[2];Innovative[2];Leadership[4];Rigid[-2];Narrow-Minded[-2],25
Adele,Logical[3];Problem-Solver[3];Flexible[2];Unreliable[-3];Uncooperative[-2],31
Brigitte,Supportive[2];Communicative[2];Tech-Savvy[2];Micromanaging[-2];Non-communicative[-2],28
Addia,Innovative[2];Empathetic[3];Flexible[2];Impatient[-1];Overbearing[-1],35
Cassy,Leadership[4];Communicative[2];Supportive[2];Non-communicative[-2];Indecisive[-2],10
Jacky,Detail-Oriented[3];Supportive[2];Problem-Solver[3];Unreliable[-3];Stubborn[-1],15
Ada,Innovative[2];Time-Manager[3];Detail-Oriented[3];Perfectionist (to a fault)[-1];Aloof[-1],5
Brook,Problem-Solver[3];Collaborative[2];Supportive[2];Indecisive[-2];Moody[-1],36
Berti,Time-Manager[3];Tech-Savvy[2];Mediator[2];Passive[-1];Overbearing[-1],33
Corly,Innovative[2];Diplomatic[2];Creative Thinker[2];Dismissive[-2];Overbearing[-1],36
Monica,Strategic[3];Detail-Oriented[3];Problem-Solver[3];Intolerant[-2];Overbearing[-1],7
Annnora,Resourceful[2];Organized[2];Collaborative[2];Easily Distracted[-1];Procrastinator[-3],13
Blythe,Communicative[2];Detail-Oriented[3];Mediator[2];Impulsive[-1];Passive[-1],5
Charlotte,Analytical[3];Flexible[2];Supportive[2];Overly Competitive[-1];Conflict-Averse[-2],9
Toinette,Resourceful[2];Communicative[2];Organized[2];Overly Competitive[-1];Resistant to Change[-2],24
Gabi,Problem-Solver[3];Empathetic[3];Logical[3];Conflict-Averse[-2];Intolerant[-2],2
Shauna,Empathetic[3];Logical[3];Reliable[3];Procrastinator[-3];Unreliable[-3],7
Loreen,Leadership[4];Resourceful[2];Tech-Savvy[2];Resistant to Change[-2];Procrastinator[-3],19
Ariana,Empathetic[3];Collaborative[2];Communicative[2];Unempathetic[-2];Rigid[-2],5
Jo,Leadership[4];Problem-Solver[3];Mediator[2];Impulsive[-1];Resistant to Change[-2],38
Marilin,Time-Manager[3];Organized[2];Collaborative[2];Micromanaging[-2];Aloof[-1],5
Jorie,Detail-Oriented[3];Supportive[2];Tech-Savvy[2];Indecisive[-2];Stubborn[-1],8
Ursulina,Strategic[3];Supportive[2];Tech-Savvy[2];Conflict-Averse[-2];Overly Critical[-2],6
Gerti,Strategic[3];Reliable[3];Flexible[2];Easily Distracted[-1];Intolerant[-2],14
Brigid,Collaborative[2];Logical[3];Strategic[3];Unreliable[-3];Resistant to Change[-2],37
Sindee,Logical[3];Communicative[2];Tech-Savvy[2];Micromanaging[-2];Defensive[-1],3
Kesley,Diplomatic[2];Collaborative[2];Mediator[2];Overly Competitive[-1];Uncooperative[-2],0
Conni,Strategic[3];Leadership[4];Reliable[3];Rigid[-2];Overbearing[-1],9
Krystal,Flexible[2];Innovative[2];Leadership[4];Pessimistic[-1];Easily Distracted[-1],9
Gillian,Innovative[2];Collaborative[2];Supportive[2];Overly Critical[-2];Resistant to Change[-2],4
Rikki,Tech-Savvy[2];Supportive[2];Empathetic[3];Unempathetic[-2];Overly Critical[-2],38
Randene,Diplomatic[2];Innovative[2];Flexible[2];Overbearing[-1];Unempathetic[-2],18
Lin,Creative Thinker[2];Detail-Oriented[3];Leadership[4];Impulsive[-1];Aloof[-1],26
Deeanne,Detail-Oriented[3];Empathetic[3];Logical[3];Conflict-Averse[-2];Unreliable[-3],6
Karyl,Innovative[2];Time-Manager[3];Logical[3];Pessimistic[-1];Resistant to Change[-2],20
Leland,Detail-Oriented[3];Reliable[3];Creative Thinker[2];Aloof[-1];Impatient[-1],20
Sherilyn,Organized[2];Tech-Savvy[2];Innovative[2];Defensive[-1];Overbearing[-1],34
Inez,Mediator[2];Flexible[2];Logical[3];Defensive[-1];Overly Critical[-2],33
Kassey,Resourceful[2];Innovative[2];Collaborative[2];Micromanaging[-2];Narrow-Minded[-2],38
Malva,Detail-Oriented[3];Reliable[3];Problem-Solver[3];Skeptical[-1];Resistant to Change[-2],37
Sallyann,Strategic[3];Communicative[2];Tech-Savvy[2];Moody[-1];Unreliable[-3],40
Cristy,Innovative[2];Diplomatic[2];Collaborative[2];Impatient[-1];Overly Competitive[-1],0
Mareah,Reliable[3];Problem-Solver[3];Tech-Savvy[2];Stubborn[-1];Aloof[-1],17
Cordey,Organized[2];Supportive[2];Resourceful[2];Moody[-1];Procrastinator[-3],18
Lexine,Leadership[4];Mediator[2];Flexible[2];Unreliable[-3];Perfectionist (to a fault)[-1],37
Lissy,Strategic[3];Problem-Solver[3];Communicative[2];Conflict-Averse[-2];Passive[-1],6
Celka,Communicative[2];Resourceful[2];Innovative[2];Perfectionist (to a fault)[-1];Pessimistic[-1],33
Lucita,Supportive[2];Problem-Solver[3];Leadership[4];Intolerant[-2];Skeptical[-1],10
Alyda,Logical[3];Analytical[3];Time-Manager[3];Micromanaging[-2];Dismissive[-2],34
Georgette,Analytical[3];Innovative[2];Empathetic[3];Overly Competitive[-1];Unreliable[-3],16
Amara,Innovative[2];Logical[3];Flexible[2];Uncooperative[-2];Skeptical[-1],32
Valene,Tech-Savvy[2];Problem-Solver[3];Organized[2];Perfectionist (to a fault)[-1];Impatient[-1],35
Clovis,Mediator[2];Logical[3];Communicative[2];Passive[-1];Procrastinator[-3],15
Nicky,Analytical[3];Communicative[2];Creative Thinker[2];Moody[-1];Resistant to Change[-2],26
Myrtle,Leadership[4];Tech-Savvy[2];Innovative[2];Resistant to Change[-2];Impulsive[-1],35
Luci,Logical[3];Innovative[2];Flexible[2];Overbearing[-1];Stubborn[-1],37
Hyacinth,Organized[2];Tech-Savvy[2];Detail-Oriented[3];Resistant to Change[-2];Unempathetic[-2],6
Ailsun,Detail-Oriented[3];Analytical[3];Empathetic[3];Resistant to Change[-2];Conflict-Averse[-2],37
Vinni,Diplomatic[2];Creative Thinker[2];Time-Manager[3];Impulsive[-1];Overbearing[-1],25
Auria,Supportive[2];Strategic[3];Diplomatic[2];Intolerant[-2];Aloof[-1],10
Nola,Organized[2];Communicative[2];Mediator[2];Unreliable[-3];Passive[-1],2
Raf,Detail-Oriented[3];Tech-Savvy[2];Communicative[2];Intolerant[-2];Overly Critical[-2],18
Caterina,Reliable[3];Supportive[2];Time-Manager[3];Narrow-Minded[-2];Impulsive[-1],9
Delores,Time-Manager[3];Innovative[2];Organized[2];Resistant to Change[-2];Overbearing[-1],38
Cynde,Communicative[2];Logical[3];Time-Manager[3];Overly Critical[-2];Indecisive[-2],2
Daryn,Organized[2];Mediator[2];Empathetic[3];Defensive[-1];Overly Competitive[-1],17
Dorthea,Logical[3];Problem-Solver[3];Detail-Oriented[3];Impulsive[-1];Skeptical[-1],13
Christie,Organized[2];Analytical[3];Collaborative[2];Narrow-Minded[-2];Skeptical[-1],20
Elora,Flexible[2];Collaborative[2];Logical[3];Dismissive[-2];Micromanaging[-2],2
Inger,Leadership[4];Tech-Savvy[2];Collaborative[2];Non-communicative[-2];Conflict-Averse[-2],15
Charity,Innovative[2];Resourceful[2];Problem-Solver[3];Unreliable[-3];Resistant to Change[-2],0
Kristyn,Strategic[3];Organized[2];Mediator[2];Non-communicative[-2];Easily Distracted[-1],4
Elisabet,Creative Thinker[2];Innovative[2];Tech-Savvy[2];Passive[-1];Intolerant[-2],19
Lina,Communicative[2];Resourceful[2];Reliable[3];Unempathetic[-2];Narrow-Minded[-2],9
Adelaida,Flexible[2];Communicative[2];Resourceful[2];Overly Competitive[-1];Narrow-Minded[-2],3
Georgeta,Logical[3];Collaborative[2];Supportive[2];Conflict-Averse[-2];Moody[-1],32
Brigitte,Flexible[2];Logical[3];Problem-Solver[3];Moody[-1];Conflict-Averse[-2],19
Maddy,Communicative[2];Analytical[3];Organized[2];Pessimistic[-1];Dismissive[-2],22
Briny,Analytical[3];Detail-Oriented[3];Organized[2];Passive[-1];Indecisive[-2],20
Saloma,Analytical[3];Supportive[2];Problem-Solver[3];Moody[-1];Skeptical[-1],21
Anitra,Analytical[3];Leadership[4];Logical[3];Conflict-Averse[-2];Impulsive[-1],39
Ashil,Collaborative[2];Problem-Solver[3];Reliable[3];Dismissive[-2];Impulsive[-1],20
Idaline,Supportive[2];Organized[2];Reliable[3];Impulsive[-1];Intolerant[-2],4
Kitty,Strategic[3];Diplomatic[2];Analytical[3];Skeptical[-1];Overly Competitive[-1],35
Dode,Time-Manager[3];Resourceful[2];Flexible[2];Overbearing[-1];Rigid[-2],13
Elisabet,Communicative[2];Mediator[2];Analytical[3];Defensive[-1];Indecisive[-2],27
Rozina,Detail-Oriented[3];Creative Thinker[2];Supportive[2];Aloof[-1];Micromanaging[-2],18
Caril,Communicative[2];Diplomatic[2];Empathetic[3];Indecisive[-2];Passive[-1],1
Teodora,Organized[2];Problem-Solver[3];Flexible[2];Overly Critical[-2];Micromanaging[-2],32
Giselle,Leadership[4];Detail-Oriented[3];Reliable[3];Aloof[-1];Easily Distracted[-1],25
Fifine,Mediator[2];Flexible[2];Strategic[3];Aloof[-1];Impulsive[-1],0
Lishe,Communicative[2];Innovative[2];Organized[2];Procrastinator[-3];Skeptical[-1],18
Dorry,Collaborative[2];Mediator[2];Organized[2];Impatient[-1];Defensive[-1],33
Sherry,Logical[3];Innovative[2];Empathetic[3];Stubborn[-1];Unempathetic[-2],27
Taryn,Detail-Oriented[3];Organized[2];Logical[3];Micromanaging[-2];Aloof[-1],32
Ora,Creative Thinker[2];Logical[3];Organized[2];Micromanaging[-2];Aloof[-1],37
Cleo,Collaborative[2];Diplomatic[2];Analytical[3];Stubborn[-1];Pessimistic[-1],24
Jenda,Organized[2];Innovative[2];Detail-Oriented[3];Overly Competitive[-1];Procrastinator[-3],32
Desdemona,Supportive[2];Collaborative[2];Communicative[2];Procrastinator[-3];Overly Competitive[-1],11
Nydia,Collaborative[2];Creative Thinker[2];Diplomatic[2];Resistant to Change[-2];Defensive[-1],16
Inger,Leadership[4];Communicative[2];Logical[3];Defensive[-1];Aloof[-1],36
Beatrisa,Collaborative[2];Leadership[4];Diplomatic[2];Perfectionist (to a fault)[-1];Impulsive[-1],9
Lyn,Mediator[2];Creative Thinker[2];Supportive[2];Procrastinator[-3];Impulsive[-1],23
Cornela,Analytical[3];Organized[2];Reliable[3];Overbearing[-1];Pessimistic[-1],9
Vanya,Innovative[2];Creative Thinker[2];Empathetic[3];Passive[-1];Perfectionist (to a fault)[-1],0
Frieda,Reliable[3];Detail-Oriented[3];Organized[2];Easily Distracted[-1];Intolerant[-2],40
Felisha,Flexible[2];Collaborative[2];Diplomatic[2];Intolerant[-2];Conflict-Averse[-2],13
Hortense,Strategic[3];Creative Thinker[2];Communicative[2];Passive[-1];Dismissive[-2],32
Ardra,Empathetic[3];Innovative[2];Strategic[3];Procrastinator[-3];Impatient[-1],0
Rosanne,Problem-Solver[3];Mediator[2];Detail-Oriented[3];Overly Critical[-2];Rigid[-2],3
Gay,Communicative[2];Tech-Savvy[2];Creative Thinker[2];Narrow-Minded[-2];Defensive[-1],17
Elfreda,Reliable[3];Diplomatic[2];Collaborative[2];Conflict-Averse[-2];Narrow-Minded[-2],8
Pamella,Strategic[3];Analytical[3];Problem-Solver[3];Impulsive[-1];Easily Distracted[-1],22
Latrena,Innovative[2];Reliable[3];Communicative[2];Overly Competitive[-1];Unempathetic[-2],25
Stafani,Innovative[2];Collaborative[2];Empathetic[3];Non-communicative[-2];Rigid[-2],33
Eugenia,Diplomatic[2];Flexible[2];Detail-Oriented[3];Overly Critical[-2];Stubborn[-1],13
Roanna,Supportive[2];Diplomatic[2];Detail-Oriented[3];Micromanaging[-2];Non-communicative[-2],14
Karilynn,Collaborative[2];Detail-Oriented[3];Leadership[4];Unempathetic[-2];Overly Competitive[-1],3
Gypsy,Resourceful[2];Collaborative[2];Analytical[3];Unempathetic[-2];Impulsive[-1],7
Lilia,Detail-Oriented[3];Collaborative[2];Diplomatic[2];Impulsive[-1];Narrow-Minded[-2],30
Zola,Detail-Oriented[3];Strategic[3];Mediator[2];Easily Distracted[-1];Intolerant[-2],8
Amalle,Reliable[3];Communicative[2];Organized[2];Uncooperative[-2];Stubborn[-1],2
Estel,Organized[2];Logical[3];Resourceful[2];Overly Critical[-2];Perfectionist (to a fault)[-1],31
Edythe,Innovative[2];Flexible[2];Creative Thinker[2];Overly Critical[-2];Pessimistic[-1],39
Salome,Resourceful[2];Innovative[2];Reliable[3];Pessimistic[-1];Intolerant[-2],18
Barb,Strategic[3];Supportive[2];Leadership[4];Defensive[-1];Moody[-1],19
Hatti,Detail-Oriented[3];Tech-Savvy[2];Supportive[2];Aloof[-1];Stubborn[-1],38
Brittney,Collaborative[2];Logical[3];Supportive[2];Resistant to Change[-2];Passive[-1],12
Brittne,Communicative[2];Resourceful[2];Leadership[4];Non-communicative[-2];Perfectionist (to a fault)[-1],31
Essa,Resourceful[2];Creative Thinker[2];Communicative[2];Pessimistic[-1];Dismissive[-2],2
Janina,Tech-Savvy[2];Leadership[4];Organized[2];Resistant to Change[-2];Narrow-Minded[-2],29
Oralla,Strategic[3];Time-Manager[3];Detail-Oriented[3];Stubborn[-1];Easily Distracted[-1],34
Elenore,Detail-Oriented[3];Creative Thinker[2];Flexible[2];Rigid[-2];Defensive[-1],34
Happy,Supportive[2];Analytical[3];Tech-Savvy[2];Unempathetic[-2];Overbearing[-1],34
Miran,Resourceful[2];Mediator[2];Creative Thinker[2];Rigid[-2];Moody[-1],4
Jamie,Strategic[3];Collaborative[2];Diplomatic[2];Impulsive[-1];Aloof[-1],23
Sharon,Collaborative[2];Reliable[3];Innovative[2];Aloof[-1];Unreliable[-3],16
Arleen,Empathetic[3];Innovative[2];Organized[2];Impatient[-1];Aloof[-1],15
Rubia,Creative Thinker[2];Flexible[2];Resourceful[2];Non-communicative[-2];Indecisive[-2],7
Alfi,Empathetic[3];Logical[3];Flexible[2];Unempathetic[-2];Overbearing[-1],5
Thomasine,Empathetic[3];Flexible[2];Logical[3];Uncooperative[-2];Passive[-1],25
Desdemona,Detail-Oriented[3];Flexible[2];Innovative[2];Impulsive[-1];Non-communicative[-2],3
Lorianne,Leadership[4];Resourceful[2];Strategic[3];Rigid[-2];Overly Competitive[-1],9
Leonie,Reliable[3];Leadership[4];Tech-Savvy[2];Pessimistic[-1];Procrastinator[-3],23
